iter	MultiClass
795	0.5021931422
796	0.5021430914
797	0.5020866858
798	0.5020363503
799	0.5019672955
800	0.5019123388
801	0.5018776165
802	0.5018008383
803	0.5017495306
804	0.5017121791
805	0.5016460919
806	0.501599283
807	0.5015409951
808	0.5014939016
809	0.5014453659
810	0.5013938365
811	0.5013371857
812	0.5012741582
813	0.5012249702
814	0.5011694702
815	0.5011226976
816	0.5010580774
817	0.501007884
818	0.5009599667
819	0.5008869991
820	0.5008375311
821	0.5008046771
822	0.5007341916
823	0.5007076697
824	0.5006328555
825	0.5005881592
826	0.5005568821
827	0.5004999396
828	0.5004080853
829	0.5003879032
830	0.5003283343
831	0.500277911
832	0.5002278014
833	0.5001924229
834	0.50012755
835	0.5000543907
836	0.4999808516
837	0.4999427823
838	0.4999030685
839	0.4998606156
840	0.4998045851
841	0.4997644377
842	0.4997023761
843	0.4996644271
844	0.4996301055
845	0.4995852381
846	0.4995202368
847	0.4994903793
848	0.4994276984
849	0.4993458875
850	0.4993241972
851	0.4992708874
852	0.4992048565
853	0.4991433955
854	0.4991148757
855	0.4990602461
856	0.4990019224
857	0.4989827178
858	0.4989583149
859	0.4988878452
860	0.4988098872
861	0.4987708926
862	0.498718571
863	0.4986678241
864	0.4986049431
865	0.4985643301
866	0.4985383834
867	0.4984927907
868	0.4984398478
869	0.4983681716
870	0.4983040844
871	0.4982571806
872	0.4982119443
873	0.4981711158
874	0.4981198094
875	0.4980816417
876	0.4980193261
877	0.4979402361
878	0.4978936975
879	0.4978525578
880	0.4978015147
881	0.4977529731
882	0.4976904225
883	0.4976623972
884	0.4976275509
885	0.4976152873
886	0.4975449988
887	0.4974826298
888	0.4974417451
889	0.4973861134
890	0.4973628459
891	0.4973231225
892	0.4972700507
893	0.4972286007
894	0.4971496602
895	0.4971044212
896	0.4970508473
897	0.4969963039
898	0.4969404455
899	0.4969046999
900	0.4968444978
901	0.4968146726
902	0.4967692178
903	0.4967150159
904	0.4966785216
905	0.4966129724
906	0.4965732724
907	0.496513071
908	0.4964559968
909	0.4964015944
910	0.4963421569
911	0.4962923967
912	0.4962379249
913	0.4961594981
914	0.4960841085
915	0.4959861879
916	0.4959228786
917	0.4958525578
918	0.4958128698
919	0.4957732904
920	0.4957268165
921	0.4956840787
922	0.4956365663
923	0.4955906962
924	0.4955481077
925	0.4954835201
926	0.4954374873
927	0.4953974828
928	0.4953654765
929	0.4953189529
930	0.4952844116
931	0.495214748
932	0.495168923
933	0.4951163105
934	0.4950701322
935	0.4950190234
936	0.4949866479
937	0.4949425236
938	0.4948975334
939	0.4948486059
940	0.4947605948
941	0.4947061573
942	0.4946430116
943	0.4945840315
944	0.4945229355
945	0.494454029
946	0.4943869526
947	0.4943459481
948	0.4942904887
949	0.4942179951
950	0.4941734537
951	0.4941369342
952	0.4941020439
953	0.4940556331
954	0.4940187916
955	0.4939706972
956	0.4939034286
957	0.4938514044
958	0.4938047874
959	0.4937635608
960	0.4937173094
961	0.4936543519
962	0.4936040116
963	0.4935594237
964	0.4935062891
965	0.4934794041
966	0.4934057412
967	0.4933797339
968	0.4933274349
969	0.4932616768
970	0.4932283965
971	0.4931797627
972	0.493143729
973	0.4930898956
974	0.4930557699
975	0.4929977459
976	0.4929607117
977	0.4928819661
978	0.4928364913
979	0.4927913887
980	0.4927091321
981	0.4926282062
982	0.4925657867
983	0.4925294758
984	0.492481293
985	0.4924296928
986	0.4923663118
987	0.4923010004
988	0.4922296161
989	0.4922003325
990	0.4921231723
991	0.4920754275
992	0.4920309443
993	0.4919850513
994	0.491937495
995	0.4918831685
996	0.4918083412
997	0.4917479184
998	0.4917166551
999	0.4916861552
